trait,gene_id,chr,gene_start,gene_end,strand,lead_SNP,class,lead_neg_log10p,dist_to_lead_bp,locus_id,n_snps_window,status,fail_status,best_MGmin,best_epsilon,best_n_ind,best_n_groups,best_group_sizes,best_kw_p_raw,best_kw_p_holm_within_gene,trait_fdr_p,trait_bonferroni_p,significant_fdr,significant_bonferroni,n_unique_valid_tests,n_total_valid_tests_before_collapse,description,combined_pdf_path,heatmap_pdf_path,heatmap_dir,gene_file
fiber,HORVU.MOREX.r3.7HG0729130,7H,573805532,573806294,-,7H:573606306,significant,7.1456,199226,fiber_7H_2,5,SIGNIFICANT_FDR_only,"",2,0.8,227,2,38|189,0.0150591042535097,0.0301182085070193,0.0435040789545835,0.391536710591251,TRUE,FALSE,2,3,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729130/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729130__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729130/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729130__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729130,HORVU.MOREX.r3.7HG0729130.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729030,7H,573604051,573605728,-,7H:573606306,significant,7.1456,-578,fiber_7H_2,27,tested_ns,"",3,0.4,239,2,36|203,0.0139423396424843,0.0697116982124216,0.090625207676148,0.90625207676148,FALSE,FALSE,5,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729030/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729030__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729030/MGmin_3/Heatmaps__HORVU.MOREX.r3.7HG0729030__MGmin3__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729030,HORVU.MOREX.r3.7HG0729030.vcf.gz
fiber,HORVU.MOREX.r3.7HG0642480,7H,15004937,15006822,-,7H:14817657,marginal,6.731,187280,fiber_7H_1,30,tested_ns,"",3,0.8,213,3,11|60|142,0.157860337248607,0.157860337248607,0.186562216748354,1,FALSE,FALSE,1,2,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642480/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642480__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642480/MGmin_3/Heatmaps__HORVU.MOREX.r3.7HG0642480__MGmin3__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642480,HORVU.MOREX.r3.7HG0642480.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729110,7H,573797500,573799871,+,7H:573606306,significant,7.1456,191194,fiber_7H_2,12,tested_ns,"",2,0.4,190,3,19|74|97,0.111400427822901,0.445601711291604,0.482735187232571,1,FALSE,FALSE,4,8,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729110/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729110__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729110/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729110__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729110,HORVU.MOREX.r3.7HG0729110.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729050,7H,573726587,573727907,+,7H:573606306,significant,7.1456,120281,fiber_7H_2,19,tested_ns,"",2,0.05,240,2,41|199,0.194224008696642,1,1,1,FALSE,FALSE,8,13,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729050/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729050__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729050/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729050__MGmin2__Eps0p05.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729050,HORVU.MOREX.r3.7HG0729050.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729040,7H,573718137,573718745,-,7H:573606306,significant,7.1456,111831,fiber_7H_2,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729040,HORVU.MOREX.r3.7HG0729040.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729120,7H,573800157,573802112,-,7H:573606306,significant,7.1456,193851,fiber_7H_2,3,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,Pentatricopeptide repeat-containing protein At5g44230 [Source:Projected from Arabidopsis thaliana (AT5G44230) UniProtKB/Swiss-Prot;Acc:Q9FFG8],,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729120,HORVU.MOREX.r3.7HG0729120.vcf.gz
fiber,HORVU.MOREX.r3.7HG0642370,7H,14831792,14832100,+,7H:14817657,marginal,6.731,14135,fiber_7H_1,3,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642370,HORVU.MOREX.r3.7HG0642370.vcf.gz
fiber,HORVU.MOREX.r3.7HG0642420,7H,14914961,14916016,+,7H:14817657,marginal,6.731,97304,fiber_7H_1,1,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642420,HORVU.MOREX.r3.7HG0642420.vcf.gz
fiber,HORVU.MOREX.r3.1HG0051660,1H,344376698,344378853,+,1H:344520079,marginal,6.548,-141226,fiber_1H_1,5,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.1HG0051660,HORVU.MOREX.r3.1HG0051660.vcf.gz
protein,HORVU.MOREX.r3.3HG0245560,3H,106441309,106443936,+,3H:106623911,significant,6.84,-179975,protein_3H_1,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/protein/HORVU.MOREX.r3.3HG0245560,HORVU.MOREX.r3.3HG0245560.vcf.gz
starch,HORVU.MOREX.r3.7HG0729090,7H,573791554,573793005,+,7H:573606460,marginal,6.195,185094,starch_7H_2,13,SIGNIFICANT_FDR_and_BONF,"",2,0.85,236,2,116|120,1.82030883711791e-10,1.82030883711791e-10,2.0023397208297e-09,2.0023397208297e-09,TRUE,TRUE,1,1,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729090/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729090__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729090/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729090__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729090,HORVU.MOREX.r3.7HG0729090.vcf.gz
starch,HORVU.MOREX.r3.6HG0619820,6H,525613893,525627862,+,6H:525776080,marginal,6.444,-148218,starch_6H_1,24,SIGNIFICANT_FDR_and_BONF,"",3,0.4,258,2,71|187,7.0967065274342e-11,4.96769456920394e-10,2.73223201306217e-09,5.46446402612434e-09,TRUE,TRUE,7,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.6HG0619820/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0619820__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.6HG0619820/MGmin_3/Heatmaps__HORVU.MOREX.r3.6HG0619820__MGmin3__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.6HG0619820,HORVU.MOREX.r3.6HG0619820.vcf.gz
starch,HORVU.MOREX.r3.3HG0301710,3H,546473709,546477564,+,3H:546433616,marginal,6.282,40093,starch_3H_1,16,SIGNIFICANT_FDR_and_BONF,"",2,0.85,205,4,21|25|31|128,1.71828152728313e-10,8.59140763641565e-10,3.15018280001907e-09,9.45054840005722e-09,TRUE,TRUE,5,7,Phosphate transporter 43 [Source:Projected from Arabidopsis thaliana (AT3G46980) UniProtKB/TrEMBL;Acc:A0A1I9LP04],/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.3HG0301710/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.3HG0301710__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301710/MGmin_2/Heatmaps__HORVU.MOREX.r3.3HG0301710__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301710,HORVU.MOREX.r3.3HG0301710.vcf.gz
starch,HORVU.MOREX.r3.3HG0301720,3H,546479164,546483019,+,3H:546433616,marginal,6.282,45548,starch_3H_1,26,SIGNIFICANT_FDR_and_BONF,"",2,0.2,200,4,14|17|37|132,2.05297676122605e-10,2.05297676122605e-09,5.64568609337165e-09,2.25827443734866e-08,TRUE,TRUE,10,13,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.3HG0301720/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.3HG0301720__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301720/MGmin_2/Heatmaps__HORVU.MOREX.r3.3HG0301720__MGmin2__Eps0p2.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301720,HORVU.MOREX.r3.3HG0301720.vcf.gz
starch,HORVU.MOREX.r3.3HG0301750,3H,546582184,546587549,+,3H:546433616,marginal,6.282,148568,starch_3H_1,7,SIGNIFICANT_FDR_and_BONF,"",2,0.4,196,3,14|89|93,6.8153995117069e-09,6.8153995117069e-09,1.49938789257552e-08,7.49693946287759e-08,TRUE,TRUE,1,5,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.3HG0301750/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.3HG0301750__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301750/MGmin_2/Heatmaps__HORVU.MOREX.r3.3HG0301750__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301750,HORVU.MOREX.r3.3HG0301750.vcf.gz
starch,HORVU.MOREX.r3.7HG0729020,7H,573446798,573449876,+,7H:573606460,marginal,6.195,-156584,starch_7H_2,27,SIGNIFICANT_FDR_and_BONF,"",2,0.8,219,4,17|42|49|111,1.6771414886963e-09,1.17399904208741e-08,2.15233157716025e-08,1.29139894629615e-07,TRUE,TRUE,7,12,"High-affinity nitrate transporter, Nitrate transport, Auxin signalin [Source: Projected from Oryza sativa (Os01g0547600)]",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729020/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729020__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729020/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729020__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729020,HORVU.MOREX.r3.7HG0729020.vcf.gz
starch,HORVU.MOREX.r3.7HG0729100,7H,573793434,573794861,-,7H:573606460,marginal,6.195,186974,starch_7H_2,19,SIGNIFICANT_FDR_and_BONF,"",2,0.85,206,4,10|15|88|93,7.01215957538029e-08,7.01215957538029e-08,1.1019107904169e-07,7.71337553291832e-07,TRUE,TRUE,1,1,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729100/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729100__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729100/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729100__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729100,HORVU.MOREX.r3.7HG0729100.vcf.gz
starch,HORVU.MOREX.r3.7HG0729110,7H,573797500,573799871,+,7H:573606460,marginal,6.195,191040,starch_7H_2,12,SIGNIFICANT_FDR_only,"",2,0.4,190,3,19|74|97,0.00649292436874801,0.025971697474992,0.0357110840281141,0.285688672224912,TRUE,FALSE,4,8,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729110/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729110__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729110/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729110__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729110,HORVU.MOREX.r3.7HG0729110.vcf.gz
starch,HORVU.MOREX.r3.7HG0729030,7H,573604051,573605728,-,7H:573606460,marginal,6.195,-732,starch_7H_2,27,SIGNIFICANT_FDR_only,"",3,0.4,239,2,36|203,0.00694667339833136,0.0347333669916568,0.0424518929898027,0.382067036908225,TRUE,FALSE,5,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729030/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729030__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729030/MGmin_3/Heatmaps__HORVU.MOREX.r3.7HG0729030__MGmin3__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729030,HORVU.MOREX.r3.7HG0729030.vcf.gz
starch,HORVU.MOREX.r3.7HG0729130,7H,573805532,573806294,-,7H:573606460,marginal,6.195,199072,starch_7H_2,5,tested_ns,"",2,0.8,227,2,38|189,0.0511225685988216,0.102245137197643,0.112469650917408,1,FALSE,FALSE,2,3,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729130/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729130__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729130/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729130__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729130,HORVU.MOREX.r3.7HG0729130.vcf.gz
starch,HORVU.MOREX.r3.7HG0729050,7H,573726587,573727907,+,7H:573606460,marginal,6.195,120127,starch_7H_2,19,tested_ns,"",2,0.85,169,4,11|18|22|118,0.116226332426281,0.929810659410251,0.929810659410251,1,FALSE,FALSE,8,13,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729050/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729050__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729050/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0729050__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729050,HORVU.MOREX.r3.7HG0729050.vcf.gz
starch,HORVU.MOREX.r3.6HG0619890,6H,525913405,525914470,-,6H:525776080,marginal,6.444,137325,starch_6H_1,3,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,"Allene oxide cyclase, Biosynthesis of jasmonic acid, Defence respons [Source: Projected from Oryza sativa (Os03g0438100)]",,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.6HG0619890,HORVU.MOREX.r3.6HG0619890.vcf.gz
starch,HORVU.MOREX.r3.7HG0676500,7H,151239588,151240081,+,7H:151110354,marginal,6.362,129234,starch_7H_1,1,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0676500,HORVU.MOREX.r3.7HG0676500.vcf.gz
starch,HORVU.MOREX.r3.3HG0301650,3H,546327317,546327709,-,3H:546433616,marginal,6.282,-105907,starch_3H_1,2,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301650,HORVU.MOREX.r3.3HG0301650.vcf.gz
starch,HORVU.MOREX.r3.3HG0301700,3H,546468087,546468890,-,3H:546433616,marginal,6.282,34471,starch_3H_1,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301700,HORVU.MOREX.r3.3HG0301700.vcf.gz
starch,HORVU.MOREX.r3.7HG0729040,7H,573718137,573718745,-,7H:573606460,marginal,6.195,111677,starch_7H_2,0,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,,,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729040,HORVU.MOREX.r3.7HG0729040.vcf.gz
starch,HORVU.MOREX.r3.7HG0729120,7H,573800157,573802112,-,7H:573606460,marginal,6.195,193697,starch_7H_2,3,no_valid_test,crosshap_failed;no_valid_tests_for_gene,,,,,,,,,,,,,,Pentatricopeptide repeat-containing protein At5g44230 [Source:Projected from Arabidopsis thaliana (AT5G44230) UniProtKB/Swiss-Prot;Acc:Q9FFG8],,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729120,HORVU.MOREX.r3.7HG0729120.vcf.gz
