short_Tag,season,GI,BI,site,Block_no,Tiller.Length,Number.Of.Tillers,Spike.Length,Awn.Length,Flag.Length,Brittle.spike_lenhth,Plant.Biomass,No.Of.Spikelets,Z5_GDD,Z10_GDD,Z11_GDD,B.yellow_GDD,Bstart_GDD,britlemiddleGDD,ExpEndGdd,cm_1000gdd,sowing_to_z5,sowing_to_z10,flowering_time,flowering_to_yellowSpike,yellow_to_brittleStart,brittle_start_to_brittle_middle,Brittle_start_to_brittle_end,Grain_weight,number_of_grains,number_of_spikes,Grain_per_spike,spike_density,ProteinAsis.,StarchAsis.,BetaglucansAsis.,FiberAsis.,Location,Number,Feature,Polygon,Poligon_nu,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight
HS2207,2021,970,64,22,4,NA,NA,12,109,NA,NA,NA,NA,NA,1141.9,1247.95,NA,1831.3,1949.35,NA,3.07794906,NA,96,105,NA,NA,5,NA,3.099,NA,NA,NA,NA,19.08,19.3,7.46,3.08,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2201,2021,991,85,22,4,80,NA,10.1,75,NA,NA,NA,NA,NA,1265.8,1345.1,NA,1807.45,2095.9,NA,2.4094661,NA,106,110,NA,NA,13,NA,2.552,NA,NA,NA,NA,15.61,21.7,6.36,3.83,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2209,2021,1038,132,22,4,126,NA,13,95,NA,NA,NA,NA,NA,1108.6,1247.95,NA,1782.3,1997.45,NA,3.25414904,NA,93,105,NA,NA,9,NA,3.093,NA,NA,NA,NA,16.34,26,6.21,3.87,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2219,2021,1073,167,22,4,91,NA,12.1,130,NA,NA,NA,NA,NA,1035.9,1141.9,NA,1619.95,1831.3,NA,3.303664064,NA,85,96,25,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2220,2021,1074,168,22,4,112,NA,11.6,104,NA,NA,NA,NA,NA,1141.9,1324.35,NA,NA,1949.35,NA,2.975350758,NA,96,109,NA,NA,NA,NA,2.942,NA,NA,NA,NA,16.32,22.7,6.13,3.71,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2213,2021,1085,179,22,4,84,NA,10.6,126,NA,NA,NA,NA,NA,1047.5,1200.85,NA,NA,1949.35,NA,2.718855003,NA,86,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2211,2021,1156,250,22,4,97,NA,12.5,132,NA,NA,NA,NA,NA,831.85,1075.2,NA,1670.65,1831.3,NA,3.412876099,NA,71,89,30,7,7,NA,3.719,NA,NA,NA,NA,NA,NA,NA,NA,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2217,2021,1165,259,22,4,NA,NA,10.5,92,NA,NA,NA,NA,NA,1200.85,1324.35,NA,1807.45,1949.35,NA,2.693205427,NA,102,109,NA,NA,6,NA,2.726,NA,NA,NA,NA,15.22,29.5,6.71,3.96,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2220,2021,1253,45,22,5,102,NA,15.5,116,NA,NA,NA,NA,NA,1035.9,1161.8,NA,1706.55,1831.3,NA,4.231966363,NA,85,98,23,7,NA,5,3.575,NA,NA,NA,NA,16.03,22.1,6.9,3.5,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2213,2021,1257,49,22,5,103,NA,13,115,NA,NA,NA,NA,NA,992.7,1099.3,NA,1670.65,1831.3,NA,3.549391143,NA,82,92,27,7,NA,7,2.934,NA,NA,NA,NA,19.32,20,7.56,4.15,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2203,2021,1328,120,22,5,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2201,2021,1332,124,22,5,NA,NA,12.1,94,NA,NA,NA,NA,NA,1200.85,1282.4,NA,1782.3,1997.45,NA,3.028861799,NA,102,107,NA,NA,NA,9,2.461,NA,NA,NA,NA,15.65,25.2,6.47,4.36,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2217,2021,1384,176,22,5,131,NA,13,111,NA,NA,NA,NA,NA,1090.7,1215.05,NA,1782.3,1997.45,NA,3.25414904,NA,91,103,NA,NA,NA,9,3.082,NA,NA,NA,NA,16.47,23,6.92,3.81,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2207,2021,1394,186,22,5,100,NA,12.3,94,NA,NA,NA,NA,NA,1215.05,1345.1,NA,1949.35,1997.45,NA,3.07892563,NA,103,110,NA,NA,NA,2,2.09,NA,NA,NA,NA,19.85,21.7,5.53,3.47,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2211,2021,1398,190,22,5,112,NA,13.5,120,NA,NA,NA,NA,NA,992.7,1151.6,NA,1706.55,1949.35,NA,3.462692692,NA,82,97,23,8,NA,10,2.834,NA,NA,NA,NA,15.93,26,7.24,3.52,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2209,2021,1437,229,22,5,111,NA,13.5,94,NA,NA,NA,NA,NA,1302.9,1429.3,NA,1949.35,2038.65,NA,3.311014642,NA,108,114,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2219,2021,1494,286,22,5,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2204,2021,1510,302,22,5,91,NA,12.2,98,NA,NA,NA,NA,NA,1345.1,1450,NA,NA,2038.65,NA,2.992176195,NA,110,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sde_Ilan,22,Cold,HZ2,5,35.44121,32.74576,241640,739036,20.6,494,8.23,172,18.95584297,11.48500443,42.08498764,594.8296509,31.88001251,4.59000635,27.29000664,11.45001125,25.65334129,25.7866745,11.45001125,534.0993042,135.1998749,109.8787231,350.5996094,350.5996094,25,36,12,76,61,38,26,7.18,480,7.404,8.102
HS2302,2021,223,223,23,1,130,NA,12.5,119,NA,NA,NA,NA,NA,1021.7,1108.6,NA,1670.65,1782.3,NA,3.50670482,NA,84,93,26,7,5,12,2.831,NA,NA,NA,NA,15.81,24.6,7.08,3.89,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2305,2021,224,224,23,1,84,NA,12.6,117,NA,NA,NA,NA,NA,1035.9,1141.9,NA,1670.65,1831.3,NA,3.440179108,NA,85,96,24,6,7,NA,2.78,NA,NA,NA,NA,18.37,28.5,7.38,3.6,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2308,2021,225,225,23,1,63,NA,12.5,134,NA,NA,NA,NA,NA,949.25,1035.9,NA,1619.95,1670.65,NA,3.741058869,NA,79,85,32,7,2,NA,3.418,NA,NA,NA,NA,15.09,38.2,7.72,2.85,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2309,2021,226,226,23,1,67,NA,11.9,106,NA,NA,NA,NA,NA,1035.9,1132.75,NA,1670.65,1831.3,NA,3.249058046,NA,85,95,24,7,7,19,3.123,NA,NA,NA,NA,18.04,31.7,7.61,3.66,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2311,2021,227,227,23,1,121,NA,11,122,NA,NA,NA,NA,NA,992.7,1075.2,NA,1670.65,1875.75,NA,2.932160469,NA,82,89,30,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2312,2021,228,228,23,1,NA,NA,11.1,132,NA,NA,NA,NA,NA,992.7,1099.3,NA,1670.65,1782.3,NA,3.11395388,NA,82,92,27,7,5,NA,2.314,NA,NA,NA,NA,14.04,37.6,6.07,3.74,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2314,2021,229,229,23,1,113,NA,14,101,NA,NA,NA,NA,NA,1047.5,1141.9,NA,1619.95,1782.3,NA,3.927509398,NA,86,96,23,5,7,NA,2.388,NA,NA,NA,NA,21.41,25.5,6.84,2.9,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2318,2021,230,230,23,1,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2319,2021,231,231,23,1,115,NA,8.6,118,NA,NA,NA,NA,NA,992.7,1075.2,NA,1670.65,1782.3,NA,2.412612916,NA,82,89,30,7,5,NA,3.419,NA,NA,NA,NA,14.84,24.1,8.16,3.63,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2320,2021,232,232,23,1,97,NA,12,90,NA,NA,NA,NA,NA,1047.5,1141.9,NA,1526.7,1670.65,NA,3.591416515,NA,86,96,21,2,7,19,2.154,NA,NA,NA,NA,18.99,26.1,6.96,4.08,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2309,2021,383,81,23,2,107,NA,11,94,NA,NA,NA,NA,NA,1035.9,1090.7,NA,1782.3,1831.3,NA,3.003330967,NA,85,91,30,10,2,NA,3.321,NA,NA,NA,NA,16.63,22.4,7.21,3.6,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2308,2021,422,120,23,2,117,NA,11.6,134,NA,NA,NA,NA,NA,992.7,1075.2,NA,1619.95,1807.45,NA,3.208940773,NA,82,89,30,5,8,NA,2.569,NA,NA,NA,NA,14.26,31.8,5.93,2.89,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2318,2021,448,146,23,2,83,NA,11,129,NA,NA,NA,NA,NA,1035.9,1141.9,NA,1670.65,1875.75,NA,2.932160469,NA,85,96,25,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2305,2021,453,151,23,2,109,NA,12,128,NA,NA,NA,NA,NA,1099.3,1215.05,NA,1755.8,1875.75,NA,3.198720512,NA,92,103,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2311,2021,466,164,23,2,122,NA,11,118,NA,NA,NA,NA,NA,932.1,1021.7,NA,1670.65,1807.45,NA,3.042961078,NA,78,84,30,12,6,12,2.836,NA,NA,NA,NA,13.17,19.5,7.8,2.74,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2302,2021,470,168,23,2,114,NA,11.5,141,NA,NA,NA,NA,NA,1006.75,1090.7,NA,1670.65,1831.3,NA,3.139846011,NA,83,91,31,4,7,12,3.402,NA,NA,NA,NA,17.47,12.7,8.02,3.74,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2319,2021,498,196,23,2,105,NA,11,133,NA,NA,NA,NA,NA,949.25,1021.7,NA,1670.65,1782.3,NA,3.085900241,NA,79,84,37,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2314,2021,520,218,23,2,84,NA,13,122,NA,NA,NA,NA,NA,932.1,1075.2,NA,1619.95,1706.55,NA,3.808854121,NA,78,89,32,3,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2320,2021,538,236,23,2,106,NA,11,112,NA,NA,NA,NA,NA,1006.75,1099.3,NA,1670.65,1831.3,NA,3.003330967,NA,83,92,29,5,7,NA,2.489,NA,NA,NA,NA,16.59,17,8.25,3.18,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2312,2021,596,294,23,2,117,NA,10.5,109,NA,NA,NA,NA,NA,1141.9,1228.9,NA,1782.3,1949.35,NA,2.693205427,NA,96,104,NA,NA,7,NA,1.812,NA,NA,NA,NA,18.44,21.7,8.37,3.61,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2308,2021,613,9,23,3,92,NA,12,113,NA,NA,NA,NA,NA,1047.5,1247.95,NA,1706.55,2038.65,NA,2.943124126,NA,86,105,NA,NA,7,14,2.708,NA,NA,NA,NA,19.18,29,5.86,3.72,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2309,2021,682,78,23,3,115,NA,13.2,64,NA,NA,NA,NA,NA,1161.8,1345.1,NA,1782.3,1949.35,NA,3.385743966,NA,98,110,NA,NA,NA,7,2.661,NA,NA,NA,NA,19.91,7.6,7.28,3.61,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2305,2021,687,83,23,3,213,NA,12.5,101,NA,NA,NA,NA,NA,1151.6,1247.95,NA,1782.3,1831.3,NA,3.412876099,NA,97,105,16,10,NA,2,1.986,NA,NA,NA,NA,39.7,37.2,8.13,9.32,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2320,2021,720,116,23,3,108,NA,8,110,NA,NA,NA,NA,NA,1021.7,1075.2,NA,1670.65,1706.55,NA,2.343910228,NA,84,89,30,7,NA,2,1.372,NA,NA,NA,NA,16.97,25,5.19,4.02,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2312,2021,723,119,23,3,85,NA,10.5,132,NA,NA,NA,NA,NA,949.25,1021.7,NA,1619.95,1706.55,NA,3.076382175,NA,79,84,37,3,NA,4,1.833,NA,NA,NA,NA,NA,NA,NA,NA,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2311,2021,728,124,23,3,90,NA,10.8,130,NA,NA,NA,NA,NA,992.7,1047.5,NA,1706.55,1782.3,NA,3.029792964,NA,82,86,33,9,NA,3,2.961,NA,NA,NA,NA,18.63,25.7,7.01,4.28,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2314,2021,807,203,23,3,108,NA,12.8,126,NA,NA,NA,NA,NA,831.85,1075.2,NA,1619.95,1670.65,NA,3.830844282,NA,71,89,32,3,NA,2,2.733,NA,NA,NA,NA,20.26,18.6,7.39,3.83,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
HS2319,2021,833,229,23,3,82,NA,11,123,NA,NA,NA,NA,NA,1035.9,1075.2,NA,1782.3,1831.3,NA,3.003330967,NA,85,89,NA,NA,NA,2,2.876,NA,NA,NA,NA,20.89,13.4,6.81,3.85,Gesher,23,Hot,HZ2,5,35.55588,32.63158,252429,726404,24,375,11.97,-204,21.21874809,12.33083439,44.05443954,600.0846558,34.40000153,6.40999365,27.9900074,13.88666439,27.96500015,28.21666718,13.88666439,368.3004456,86.90006256,106.6523514,236.5003204,236.5003204,28,36,14,79,68,43,21,8.14,356,8.941,8.004
